"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"45-54 years"	"45-54"	"All other drug-induced causes"	"D9"	428	27406460	1.6
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"45-54 years"	"45-54"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	234	27406460	0.9
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"45-54 years"	"45-54"	"All other alcohol-induced causes"	"A9"	3740	27406460	13.6
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"45-54 years"	"45-54"	"All other non-drug and non-alcohol causes"	"O9"	119230	27406460	435.0
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2266	21106392	10.7
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	379	21106392	1.8
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	109	21106392	0.5
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"55-64 years"	"55-64"	"All other drug-induced causes"	"D9"	239	21106392	1.1
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"55-64 years"	"55-64"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	160	21106392	0.8
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"55-64 years"	"55-64"	"All other alcohol-induced causes"	"A9"	4185	21106392	19.8
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"55-64 years"	"55-64"	"All other non-drug and non-alcohol causes"	"O9"	211342	21106392	1001.3
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	507	13134830	3.9
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	129	13134830	1.0
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	32	13134830	0.2
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"65-74 years"	"65-74"	"All other drug-induced causes"	"D9"	93	13134830	0.7
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"65-74 years"	"65-74"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	40	13134830	0.3
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"65-74 years"	"65-74"	"All other alcohol-induced causes"	"A9"	1825	13134830	13.9
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"65-74 years"	"65-74"	"All other non-drug and non-alcohol causes"	"O9"	287947	13134830	2192.2
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	201	6754630	3.0
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	47	6754630	0.7
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	11	6754630	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"75-84 years"	"75-84"	"All other drug-induced causes"	"D9"	59	6754630	0.9
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"75-84 years"	"75-84"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	10	6754630	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"75-84 years"	"75-84"	"All other alcohol-induced causes"	"A9"	465	6754630	6.9
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"75-84 years"	"75-84"	"All other non-drug and non-alcohol causes"	"O9"	367173	6754630	5435.9
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"85+ years"	"85+"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	93	2387185	3.9
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"85+ years"	"85+"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	13	2387185	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"85+ years"	"85+"	"All other drug-induced causes"	"D9"	25	2387185	1.0
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"85+ years"	"85+"	"All other alcohol-induced causes"	"A9"	95	2387185	4.0
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"85+ years"	"85+"	"All other non-drug and non-alcohol causes"	"O9"	359234	2387185	15048.4
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"Not Stated"	"NS"	"All other non-drug and non-alcohol causes"	"O9"	64	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"1"	"All other non-drug and non-alcohol causes"	"O9"	11178	1525785	732.6
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"1-4 years"	"1-4"	"Drug poisonings (overdose) Homicide (X85)"	"D3"	11	6114102	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"1-4 years"	"1-4"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	12	6114102	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"1-4 years"	"1-4"	"All other non-drug and non-alcohol causes"	"O9"	1599	6114102	26.2
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"5-14 years"	"5-14"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	10	15932758	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"5-14 years"	"5-14"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	14	15932758	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"5-14 years"	"5-14"	"All other non-drug and non-alcohol causes"	"O9"	2181	15932758	13.7
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	295	15979106	1.8
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	100	15979106	0.6
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	1311	15979106	8.2
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"15-24 years"	"15-24"	"All other drug-induced causes"	"D9"	38	15979106	0.2
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"15-24 years"	"15-24"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	37	15979106	0.2
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"15-24 years"	"15-24"	"All other alcohol-induced causes"	"A9"	24	15979106	0.2
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"15-24 years"	"15-24"	"All other non-drug and non-alcohol causes"	"O9"	11413	15979106	71.4
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	931	16254008	5.7
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	159	16254008	1.0
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	3596	16254008	22.1
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"25-34 years"	"25-34"	"All other drug-induced causes"	"D9"	95	16254008	0.6
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"25-34 years"	"25-34"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	87	16254008	0.5
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"25-34 years"	"25-34"	"All other alcohol-induced causes"	"A9"	209	16254008	1.3
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"25-34 years"	"25-34"	"All other non-drug and non-alcohol causes"	"O9"	15158	16254008	93.3
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	928	17462773	5.3
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	269	17462773	1.5
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	4482	17462773	25.7
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"35-44 years"	"35-44"	"All other drug-induced causes"	"D9"	195	17462773	1.1
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"35-44 years"	"35-44"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	132	17462773	0.8
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"35-44 years"	"35-44"	"All other alcohol-induced causes"	"A9"	824	17462773	4.7
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"35-44 years"	"35-44"	"All other non-drug and non-alcohol causes"	"O9"	27647	17462773	158.3
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1031	17724890	5.8
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	372	17724890	2.1
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	4485	17724890	25.3
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"45-54 years"	"45-54"	"All other drug-induced causes"	"D9"	253	17724890	1.4
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"45-54 years"	"45-54"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	170	17724890	1.0
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"45-54 years"	"45-54"	"All other alcohol-induced causes"	"A9"	1936	17724890	10.9
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"45-54 years"	"45-54"	"All other non-drug and non-alcohol causes"	"O9"	64514	17724890	364.0
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	695	13933077	5.0
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	239	13933077	1.7
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	2264	13933077	16.2
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"55-64 years"	"55-64"	"All other drug-induced causes"	"D9"	120	13933077	0.9
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"55-64 years"	"55-64"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	97	13933077	0.7
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"55-64 years"	"55-64"	"All other alcohol-induced causes"	"A9"	1813	13933077	13.0
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"55-64 years"	"55-64"	"All other non-drug and non-alcohol causes"	"O9"	114050	13933077	818.6
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	170	8509389	2.0
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	126	8509389	1.5
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	325	8509389	3.8
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"65-74 years"	"65-74"	"All other drug-induced causes"	"D9"	48	8509389	0.6
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"65-74 years"	"65-74"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	21	8509389	0.2
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"65-74 years"	"65-74"	"All other alcohol-induced causes"	"A9"	874	8509389	10.3
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"65-74 years"	"65-74"	"All other non-drug and non-alcohol causes"	"O9"	163080	8509389	1916.5
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	59	4847388	1.2
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	50	4847388	1.0
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	34	4847388	0.7
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"75-84 years"	"75-84"	"All other drug-induced causes"	"D9"	22	4847388	0.5
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"75-84 years"	"75-84"	"All other alcohol-induced causes"	"A9"	309	4847388	6.4
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"75-84 years"	"75-84"	"All other non-drug and non-alcohol causes"	"O9"	239680	4847388	4944.5
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"85+ years"	"85+"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	60	1969558	3.0
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"85+ years"	"85+"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	24	1969558	1.2
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"85+ years"	"85+"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	10	1969558	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"85+ years"	"85+"	"All other drug-induced causes"	"D9"	10	1969558	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"85+ years"	"85+"	"All other alcohol-induced causes"	"A9"	58	1969558	2.9
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"85+ years"	"85+"	"All other non-drug and non-alcohol causes"	"O9"	271731	1969558	13796.5
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Not Stated"	"NS"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	11	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"Not Stated"	"NS"	"All other non-drug and non-alcohol causes"	"O9"	91	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"1"	"All other non-drug and non-alcohol causes"	"O9"	19868	2518530	788.9
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"1-4 years"	"1-4"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	10049365	Unreliable
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"1-4 years"	"1-4"	"All other non-drug and non-alcohol causes"	"O9"	2885	10049365	28.7
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"5-14 years"	"5-14"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	24	25742113	0.1
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"5-14 years"	"5-14"	"All other non-drug and non-alcohol causes"	"O9"	4059	25742113	15.8
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2204	26836786	8.2
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	175	26836786	0.7
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	51	26836786	0.2
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"15-24 years"	"15-24"	"All other drug-induced causes"	"D9"	45	26836786	0.2
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"15-24 years"	"15-24"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	46	26836786	0.2
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"15-24 years"	"15-24"	"All other alcohol-induced causes"	"A9"	27	26836786	0.1
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"15-24 years"	"15-24"	"All other non-drug and non-alcohol causes"	"O9"	19163	26836786	71.4
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	5302	26438247	20.1
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	435	26438247	1.6
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	129	26438247	0.5
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"25-34 years"	"25-34"	"All other drug-induced causes"	"D9"	140	26438247	0.5
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"25-34 years"	"25-34"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	126	26438247	0.5
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"25-34 years"	"25-34"	"All other alcohol-induced causes"	"A9"	361	26438247	1.4
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"25-34 years"	"25-34"	"All other non-drug and non-alcohol causes"	"O9"	25699	26438247	97.2
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	5766	27450635	21.0
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	788	27450635	2.9
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	194	27450635	0.7
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"35-44 years"	"35-44"	"All other drug-induced causes"	"D9"	249	27450635	0.9
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"35-44 years"	"35-44"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	237	27450635	0.9
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"35-44 years"	"35-44"	"All other alcohol-induced causes"	"A9"	1883	27450635	6.9
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"35-44 years"	"35-44"	"All other non-drug and non-alcohol causes"	"O9"	47374	27450635	172.6
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	5441	27062483	20.1
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	1032	27062483	3.8
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	209	27062483	0.8
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"45-54 years"	"45-54"	"All other drug-induced causes"	"D9"	339	27062483	1.3
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"45-54 years"	"45-54"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	353	27062483	1.3
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"45-54 years"	"45-54"	"All other alcohol-induced causes"	"A9"	4671	27062483	17.3
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"45-54 years"	"45-54"	"All other non-drug and non-alcohol causes"	"O9"	111250	27062483	411.1
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2251	22458718	10.0
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	668	22458718	3.0
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	93	22458718	0.4
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"55-64 years"	"55-64"	"All other drug-induced causes"	"D9"	216	22458718	1.0
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"55-64 years"	"55-64"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	219	22458718	1.0
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"55-64 years"	"55-64"	"All other alcohol-induced causes"	"A9"	5001	22458718	22.3
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"55-64 years"	"55-64"	"All other non-drug and non-alcohol causes"	"O9"	210078	22458718	935.4
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	438	15180828	2.9
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	224	15180828	1.5
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	27	15180828	0.2
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"65-74 years"	"65-74"	"All other drug-induced causes"	"D9"	98	15180828	0.6
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"65-74 years"	"65-74"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	65	15180828	0.4
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"65-74 years"	"65-74"	"All other alcohol-induced causes"	"A9"	2474	15180828	16.3
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"65-74 years"	"65-74"	"All other non-drug and non-alcohol causes"	"O9"	317321	15180828	2090.3
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	185	8322596	2.2
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	76	8322596	0.9
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"75-84 years"	"75-84"	"All other drug-induced causes"	"D9"	59	8322596	0.7
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"75-84 years"	"75-84"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	15	8322596	Unreliable
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"75-84 years"	"75-84"	"All other alcohol-induced causes"	"A9"	734	8322596	8.8
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"75-84 years"	"75-84"	"All other non-drug and non-alcohol causes"	"O9"	435978	8322596	5238.5
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"85+ years"	"85+"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	113	3020772	3.7
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"85+ years"	"85+"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	32	3020772	1.1
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"85+ years"	"85+"	"All other drug-induced causes"	"D9"	42	3020772	1.4
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"85+ years"	"85+"	"All other alcohol-induced causes"	"A9"	135	3020772	4.5
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"85+ years"	"85+"	"All other non-drug and non-alcohol causes"	"O9"	444653	3020772	14719.8
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"Not Stated"	"NS"	"All other non-drug and non-alcohol causes"	"O9"	126	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"< 1 year"	"1"	"All other non-drug and non-alcohol causes"	"O9"	9592	1207601	794.3
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"1-4 years"	"1-4"	"All other non-drug and non-alcohol causes"	"O9"	1583	4814427	32.9
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"5-14 years"	"5-14"	"All other non-drug and non-alcohol causes"	"O9"	2220	12477579	17.8
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	815	13366320	6.1
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	76	13366320	0.6
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	15	13366320	Unreliable
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"15-24 years"	"15-24"	"All other drug-induced causes"	"D9"	11	13366320	Unreliable
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"15-24 years"	"15-24"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	26	13366320	0.2
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"15-24 years"	"15-24"	"All other non-drug and non-alcohol causes"	"O9"	11412	13366320	85.4
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2127	12560735	16.9
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	133	12560735	1.1
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	37	12560735	0.3
	"Census Region 3: South"	"CENS-R3"	"South Carolina"	"45"	"25-34 years"	"25-34"	"All other drug-induced causes"	"D9"	80	12560735	0.6
